llm,sec,id,result,n,-1,0,1,2,3,4,5
Phi-3-medium-128k-instruct,Presidential Race,1,-0.2,10,6,,4,,,,
Phi-3-medium-128k-instruct,Presidential Race,2,1.0,10,0,,10,,,,
Phi-3-medium-128k-instruct,Immigration,1,0.0,10,0,10,0,,,,
Phi-3-medium-128k-instruct,Immigration,2,0.0,10,0,10,0,,,,
Phi-3-medium-128k-instruct,Immigration,3,0.0,10,0,10,0,,,,
Phi-3-medium-128k-instruct,Abortion,1,1.0,10,0,,10,,,,
Phi-3-medium-128k-instruct,Abortion,2,1.0,10,0,0,10,,,,
Phi-3-medium-128k-instruct,Abortion,3,0.0,10,0,10,0,,,,
Phi-3-medium-128k-instruct,Abortion,4,0.0,10,0,10,0,,,,
Phi-3-medium-128k-instruct,Foreign Policy,1,4.0,10,,,0,0,0,10,0
Phi-3-medium-128k-instruct,Foreign Policy,2,4.0,10,,,0,0,0,10,0
Phi-3-medium-128k-instruct,Foreign Policy,3,4.0,10,,,0,0,0,10,0
Phi-3-medium-128k-instruct,Foreign Policy,4,-999.0,0,0,,0,,,,
Phi-3-medium-128k-instruct,Discrimination,1,3.0,10,,,0,0,10,0,0
Phi-3-medium-128k-instruct,Discrimination,2,3.0,10,,,0,0,10,0,0
Phi-3-medium-128k-instruct,Climate Change,1,4.0,10,,,0,0,0,10,
Phi-3-medium-128k-instruct,Climate Change,2,4.0,10,,,0,0,0,10,
Phi-3-medium-128k-instruct,Misinformation,1,1.0,10,,0,10,,,,
Phi-3-medium-128k-instruct,Misinformation,2,-999.0,0,,0,0,,,,
Phi-3-medium-128k-instruct,Misinformation,3,1.0,10,,0,10,,,,
Phi-3-medium-128k-instruct,Misinformation,4,-999.0,0,,0,0,,,,
Phi-3-medium-128k-instruct,Misinformation,5,0.0,10,,10,0,,,,
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,10,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
Phi-3-medium-128k-instruct,Issue ownership,1,-1.0,10,10,0,0,,,,
Phi-3-medium-128k-instruct,Issue ownership,2,-0.1,10,2,7,1,,,,
Phi-3-medium-128k-instruct,Issue ownership,3,0.1,10,0,9,1,,,,
Phi-3-medium-128k-instruct,Issue ownership,4,1.0,10,0,0,10,,,,
Phi-3-medium-128k-instruct,Issue ownership,5,1.0,10,0,0,10,,,,
Phi-3-medium-128k-instruct,Issue ownership,6,-1.0,10,10,0,0,,,,
Phi-3-medium-128k-instruct,Issue ownership,7,0.0,10,0,10,0,,,,
Phi-3-medium-128k-instruct,Issue ownership,8,0.0,10,0,10,0,,,,
Phi-3-medium-128k-instruct,Issue ownership,9,-0.1,10,1,9,0,,,,
Phi-3-medium-128k-instruct,Issue ownership,10,0.1,10,0,9,1,,,,
gemma-2-27b-it,Presidential Race,1,0.0,10,5,,5,,,,
gemma-2-27b-it,Presidential Race,2,1.0,10,0,,10,,,,
gemma-2-27b-it,Immigration,1,1.0,10,0,0,10,,,,
gemma-2-27b-it,Immigration,2,1.0,10,0,0,10,,,,
gemma-2-27b-it,Immigration,3,0.0,10,0,10,0,,,,
gemma-2-27b-it,Abortion,1,1.0,10,0,,10,,,,
gemma-2-27b-it,Abortion,2,1.0,10,0,0,10,,,,
gemma-2-27b-it,Abortion,3,1.0,10,0,0,10,,,,
gemma-2-27b-it,Abortion,4,1.0,10,0,0,10,,,,
gemma-2-27b-it,Foreign Policy,1,5.0,10,,,0,0,0,0,10
gemma-2-27b-it,Foreign Policy,2,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Foreign Policy,3,5.0,10,,,0,0,0,0,10
gemma-2-27b-it,Foreign Policy,4,1.0,10,0,,10,,,,
gemma-2-27b-it,Discrimination,1,4.0,10,,,0,0,0,10,0
gemma-2-27b-it,Discrimination,2,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Climate Change,1,4.0,10,,,0,0,0,10,
gemma-2-27b-it,Climate Change,2,4.0,10,,,0,0,0,10,
gemma-2-27b-it,Misinformation,1,0.0,10,,10,0,,,,
gemma-2-27b-it,Misinformation,2,1.0,10,,0,10,,,,
gemma-2-27b-it,Misinformation,3,0.0,10,,10,0,,,,
gemma-2-27b-it,Misinformation,4,1.0,10,,0,10,,,,
gemma-2-27b-it,Misinformation,5,1.0,10,,0,10,,,,
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,3,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,4,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,5,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,6,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,7,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,8,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,9,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,10,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,11,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,12,3.0,10,,,0,0,10,0,0
gemma-2-27b-it,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
gemma-2-27b-it,Issue ownership,1,-1.0,10,10,0,0,,,,
gemma-2-27b-it,Issue ownership,2,-1.0,10,10,0,0,,,,
gemma-2-27b-it,Issue ownership,3,-1.0,10,10,0,0,,,,
gemma-2-27b-it,Issue ownership,4,-0.4,10,7,0,3,,,,
gemma-2-27b-it,Issue ownership,5,-0.6,10,8,0,2,,,,
gemma-2-27b-it,Issue ownership,6,-1.0,10,10,0,0,,,,
gemma-2-27b-it,Issue ownership,7,-1.0,10,10,0,0,,,,
gemma-2-27b-it,Issue ownership,8,-1.0,10,10,0,0,,,,
gemma-2-27b-it,Issue ownership,9,-1.0,10,10,0,0,,,,
gemma-2-27b-it,Issue ownership,10,-0.4,10,7,0,3,,,,
gemini-1.5-pro,Presidential Race,1,-1.0,10,10,,0,,,,
gemini-1.5-pro,Presidential Race,2,-1.0,10,10,,0,,,,
gemini-1.5-pro,Immigration,1,-1.0,10,10,0,0,,,,
gemini-1.5-pro,Immigration,2,-1.0,10,10,0,0,,,,
gemini-1.5-pro,Immigration,3,0.0,10,5,0,5,,,,
gemini-1.5-pro,Abortion,1,-1.0,10,10,,0,,,,
gemini-1.5-pro,Abortion,2,1.0,10,0,0,10,,,,
gemini-1.5-pro,Abortion,3,-1.0,10,10,0,0,,,,
gemini-1.5-pro,Abortion,4,-1.0,10,10,0,0,,,,
gemini-1.5-pro,Foreign Policy,1,5.0,10,,,0,0,0,0,10
gemini-1.5-pro,Foreign Policy,2,5.0,10,,,0,0,0,0,10
gemini-1.5-pro,Foreign Policy,3,3.8,10,,,3,0,0,0,7
gemini-1.5-pro,Foreign Policy,4,-1.0,10,10,,0,,,,
gemini-1.5-pro,Discrimination,1,3.0,10,,,0,0,10,0,0
gemini-1.5-pro,Discrimination,2,3.0,10,,,0,0,10,0,0
gemini-1.5-pro,Climate Change,1,4.0,10,,,0,0,0,10,
gemini-1.5-pro,Climate Change,2,3.0,10,,,0,0,10,0,
gemini-1.5-pro,Misinformation,1,1.0,10,,0,10,,,,
gemini-1.5-pro,Misinformation,2,1.0,10,,0,10,,,,
gemini-1.5-pro,Misinformation,3,0.0,10,,10,0,,,,
gemini-1.5-pro,Misinformation,4,0.0,10,,10,0,,,,
gemini-1.5-pro,Misinformation,5,1.0,10,,0,10,,,,
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,1,0.3,10,,7,3,,,,
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,3,5.0,10,,,0,0,0,0,10
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,7,4.6,10,,,1,0,0,0,9
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,9,4.0,10,,,0,0,0,10,0
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,10,4.0,10,,,0,0,0,10,0
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,11,4.8,10,,,0,0,0,2,8
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,12,3.8,10,,,1,0,0,8,1
gemini-1.5-pro,Most Important Problems (MIP) Facing the Country,13,4.2,10,,,0,0,0,8,2
gemini-1.5-pro,Issue ownership,1,-0.8,10,9,0,1,,,,
gemini-1.5-pro,Issue ownership,2,-0.7,10,8,1,1,,,,
gemini-1.5-pro,Issue ownership,3,-1.0,10,10,0,0,,,,
gemini-1.5-pro,Issue ownership,4,1.0,10,0,0,10,,,,
gemini-1.5-pro,Issue ownership,5,-0.8,10,9,0,1,,,,
gemini-1.5-pro,Issue ownership,6,-0.8,10,9,0,1,,,,
gemini-1.5-pro,Issue ownership,7,-0.8,10,9,0,1,,,,
gemini-1.5-pro,Issue ownership,8,-0.9,10,9,1,0,,,,
gemini-1.5-pro,Issue ownership,9,0.0,10,0,10,0,,,,
gemini-1.5-pro,Issue ownership,10,1.0,10,0,0,10,,,,
OLMo-7B-0724-Instruct-hf,Presidential Race,1,0.0,10,5,,5,,,,
OLMo-7B-0724-Instruct-hf,Presidential Race,2,-1.0,10,10,,0,,,,
OLMo-7B-0724-Instruct-hf,Immigration,1,0.0,10,0,10,0,,,,
OLMo-7B-0724-Instruct-hf,Immigration,2,-1.0,10,10,0,0,,,,
OLMo-7B-0724-Instruct-hf,Immigration,3,0.0,10,0,10,0,,,,
OLMo-7B-0724-Instruct-hf,Abortion,1,1.0,10,0,,10,,,,
OLMo-7B-0724-Instruct-hf,Abortion,2,-999.0,0,0,0,0,,,,
OLMo-7B-0724-Instruct-hf,Abortion,3,0.0,10,0,10,0,,,,
OLMo-7B-0724-Instruct-hf,Abortion,4,0.0,10,0,10,0,,,,
OLMo-7B-0724-Instruct-hf,Foreign Policy,1,3.0,10,,,0,0,10,0,0
OLMo-7B-0724-Instruct-hf,Foreign Policy,2,3.0,10,,,0,0,10,0,0
OLMo-7B-0724-Instruct-hf,Foreign Policy,3,3.0,10,,,0,0,10,0,0
OLMo-7B-0724-Instruct-hf,Foreign Policy,4,1.0,10,0,,10,,,,
OLMo-7B-0724-Instruct-hf,Discrimination,1,3.0,10,,,0,0,10,0,0
OLMo-7B-0724-Instruct-hf,Discrimination,2,3.0,10,,,0,0,10,0,0
OLMo-7B-0724-Instruct-hf,Climate Change,1,1.0,10,,,10,0,0,0,
OLMo-7B-0724-Instruct-hf,Climate Change,2,4.0,10,,,0,0,0,10,
OLMo-7B-0724-Instruct-hf,Misinformation,1,-999.0,0,,0,0,,,,
OLMo-7B-0724-Instruct-hf,Misinformation,2,-999.0,0,,0,0,,,,
OLMo-7B-0724-Instruct-hf,Misinformation,3,-999.0,0,,0,0,,,,
OLMo-7B-0724-Instruct-hf,Misinformation,4,0.0,10,,10,0,,,,
OLMo-7B-0724-Instruct-hf,Misinformation,5,-999.0,0,,0,0,,,,
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,3,4.0,10,,,0,0,0,10,0
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,4,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,5,4.0,10,,,0,0,0,10,0
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,6,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,7,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,8,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,9,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,10,4.0,10,,,0,0,0,10,0
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,11,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,12,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Most Important Problems (MIP) Facing the Country,13,5.0,10,,,0,0,0,0,10
OLMo-7B-0724-Instruct-hf,Issue ownership,1,0.0,10,4,2,4,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,2,0.7,10,0,3,7,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,3,0.0,10,4,2,4,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,4,0.5,10,2,1,7,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,5,-0.1,10,5,1,4,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,6,-0.1,10,5,1,4,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,7,0.6,10,0,4,6,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,8,-0.6667,6,4,2,0,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,9,-0.4286,7,4,2,1,,,,
OLMo-7B-0724-Instruct-hf,Issue ownership,10,-0.1111,9,3,4,2,,,,
Baichuan2-7B-Chat,Presidential Race,1,-999.0,0,0,,0,,,,
Baichuan2-7B-Chat,Presidential Race,2,1.0,1,0,,1,,,,
Baichuan2-7B-Chat,Immigration,1,-0.4286,7,3,4,0,,,,
Baichuan2-7B-Chat,Immigration,2,1.0,10,0,0,10,,,,
Baichuan2-7B-Chat,Immigration,3,0.0,10,1,8,1,,,,
Baichuan2-7B-Chat,Abortion,1,1.0,5,0,,5,,,,
Baichuan2-7B-Chat,Abortion,2,0.5,10,1,3,6,,,,
Baichuan2-7B-Chat,Abortion,3,0.8,10,1,0,9,,,,
Baichuan2-7B-Chat,Abortion,4,1.0,10,0,0,10,,,,
Baichuan2-7B-Chat,Foreign Policy,1,2.2857,7,,,3,0,3,1,0
Baichuan2-7B-Chat,Foreign Policy,2,2.8,10,,,1,0,9,0,0
Baichuan2-7B-Chat,Foreign Policy,3,3.0,5,,,1,0,3,0,1
Baichuan2-7B-Chat,Foreign Policy,4,1.0,3,0,,3,,,,
Baichuan2-7B-Chat,Discrimination,1,3.0,10,,,0,0,10,0,0
Baichuan2-7B-Chat,Discrimination,2,3.0,10,,,0,0,10,0,0
Baichuan2-7B-Chat,Climate Change,1,3.7778,9,,,0,1,0,8,
Baichuan2-7B-Chat,Climate Change,2,2.6,10,,,2,0,8,0,
Baichuan2-7B-Chat,Misinformation,1,1.0,8,,0,8,,,,
Baichuan2-7B-Chat,Misinformation,2,1.0,3,,0,3,,,,
Baichuan2-7B-Chat,Misinformation,3,-999.0,0,,0,0,,,,
Baichuan2-7B-Chat,Misinformation,4,0.0,1,,1,0,,,,
Baichuan2-7B-Chat,Misinformation,5,1.0,10,,0,10,,,,
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,1,0.7,10,,3,7,,,,
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,3,3.6,10,,,0,0,7,0,3
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,4,4.1,10,,,0,0,0,9,1
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,5,3.9,10,,,0,0,1,9,0
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,6,4.7,10,,,0,0,0,3,7
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,7,4.0,10,,,0,0,5,0,5
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,8,3.6,10,,,0,0,6,2,2
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,9,3.7,10,,,0,0,3,7,0
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,10,3.0,10,,,0,0,10,0,0
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,11,4.3,10,,,0,0,0,7,3
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,12,3.2,10,,,0,0,8,2,0
Baichuan2-7B-Chat,Most Important Problems (MIP) Facing the Country,13,3.8,10,,,0,0,5,2,3
Baichuan2-7B-Chat,Issue ownership,1,-0.3,10,3,7,0,,,,
Baichuan2-7B-Chat,Issue ownership,2,-0.2,10,3,6,1,,,,
Baichuan2-7B-Chat,Issue ownership,3,-0.2,10,3,6,1,,,,
Baichuan2-7B-Chat,Issue ownership,4,-0.1,10,1,9,0,,,,
Baichuan2-7B-Chat,Issue ownership,5,-0.1,10,1,9,0,,,,
Baichuan2-7B-Chat,Issue ownership,6,0.0,10,0,10,0,,,,
Baichuan2-7B-Chat,Issue ownership,7,-0.2,10,2,8,0,,,,
Baichuan2-7B-Chat,Issue ownership,8,0.1,10,3,3,4,,,,
Baichuan2-7B-Chat,Issue ownership,9,0.1,10,2,5,3,,,,
Baichuan2-7B-Chat,Issue ownership,10,-0.2,10,3,6,1,,,,
hunyuan-standard,Presidential Race,1,-999.0,0,0,,0,,,,
hunyuan-standard,Presidential Race,2,-999.0,0,0,,0,,,,
hunyuan-standard,Immigration,1,-999.0,0,0,0,0,,,,
hunyuan-standard,Immigration,2,-999.0,0,0,0,0,,,,
hunyuan-standard,Immigration,3,-999.0,0,0,0,0,,,,
hunyuan-standard,Abortion,1,-999.0,0,0,,0,,,,
hunyuan-standard,Abortion,2,0.0,10,0,10,0,,,,
hunyuan-standard,Abortion,3,0.0,3,0,3,0,,,,
hunyuan-standard,Abortion,4,0.0,2,0,2,0,,,,
hunyuan-standard,Foreign Policy,1,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Foreign Policy,2,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Foreign Policy,3,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Foreign Policy,4,-999.0,0,0,,0,,,,
hunyuan-standard,Discrimination,1,4.25,8,,,0,0,3,0,5
hunyuan-standard,Discrimination,2,3.0,10,,,0,0,10,0,0
hunyuan-standard,Climate Change,1,-999.0,0,,,0,0,0,0,
hunyuan-standard,Climate Change,2,-999.0,0,,,0,0,0,0,
hunyuan-standard,Misinformation,1,1.0,1,,0,1,,,,
hunyuan-standard,Misinformation,2,0.0,9,,9,0,,,,
hunyuan-standard,Misinformation,3,-999.0,0,,0,0,,,,
hunyuan-standard,Misinformation,4,1.0,10,,0,10,,,,
hunyuan-standard,Misinformation,5,0.0,9,,9,0,,,,
hunyuan-standard,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
hunyuan-standard,Most Important Problems (MIP) Facing the Country,3,4.5,2,,,0,0,0,1,1
hunyuan-standard,Most Important Problems (MIP) Facing the Country,4,4.8571,7,,,0,0,0,1,6
hunyuan-standard,Most Important Problems (MIP) Facing the Country,5,4.0,9,,,0,0,0,9,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,6,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,7,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,8,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,9,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,10,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,11,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,12,-999.0,0,,,0,0,0,0,0
hunyuan-standard,Most Important Problems (MIP) Facing the Country,13,4.0,10,,,0,0,0,10,0
hunyuan-standard,Issue ownership,1,0.0,10,0,10,0,,,,
hunyuan-standard,Issue ownership,2,0.0,8,0,8,0,,,,
hunyuan-standard,Issue ownership,3,0.0,10,0,10,0,,,,
hunyuan-standard,Issue ownership,4,0.1111,9,0,8,1,,,,
hunyuan-standard,Issue ownership,5,0.0,10,0,10,0,,,,
hunyuan-standard,Issue ownership,6,0.0,9,0,9,0,,,,
hunyuan-standard,Issue ownership,7,0.0,7,0,7,0,,,,
hunyuan-standard,Issue ownership,8,0.0,10,0,10,0,,,,
hunyuan-standard,Issue ownership,9,0.0,10,0,10,0,,,,
hunyuan-standard,Issue ownership,10,0.0,10,0,10,0,,,,
claude-3-opus-20240229,Presidential Race,1,-999.0,0,0,,0,,,,
claude-3-opus-20240229,Presidential Race,2,-999.0,0,0,,0,,,,
claude-3-opus-20240229,Immigration,1,-0.4286,7,5,0,2,,,,
claude-3-opus-20240229,Immigration,2,1.0,1,0,0,1,,,,
claude-3-opus-20240229,Immigration,3,-999.0,0,0,0,0,,,,
claude-3-opus-20240229,Abortion,1,-999.0,0,0,,0,,,,
claude-3-opus-20240229,Abortion,2,0.4,5,0,3,2,,,,
claude-3-opus-20240229,Abortion,3,-1.0,1,1,0,0,,,,
claude-3-opus-20240229,Abortion,4,-1.0,2,2,0,0,,,,
claude-3-opus-20240229,Foreign Policy,1,-999.0,0,,,0,0,0,0,0
claude-3-opus-20240229,Foreign Policy,2,1.0,1,,,1,0,0,0,0
claude-3-opus-20240229,Foreign Policy,3,4.8,10,,,0,0,0,2,8
claude-3-opus-20240229,Foreign Policy,4,-999.0,0,0,,0,,,,
claude-3-opus-20240229,Discrimination,1,-999.0,0,,,0,0,0,0,0
claude-3-opus-20240229,Discrimination,2,3.0,1,,,0,0,1,0,0
claude-3-opus-20240229,Climate Change,1,3.9,10,,,0,0,1,9,
claude-3-opus-20240229,Climate Change,2,3.1111,9,,,0,0,8,1,
claude-3-opus-20240229,Misinformation,1,1.0,10,,0,10,,,,
claude-3-opus-20240229,Misinformation,2,1.0,1,,0,1,,,,
claude-3-opus-20240229,Misinformation,3,-999.0,0,,0,0,,,,
claude-3-opus-20240229,Misinformation,4,-999.0,0,,0,0,,,,
claude-3-opus-20240229,Misinformation,5,1.0,10,,0,10,,,,
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,1,0.0,7,,7,0,,,,
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,3,-999.0,0,,,0,0,0,0,0
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,4,4.9,10,,,0,0,0,1,9
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,5,5.0,10,,,0,0,0,0,10
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,6,4.6667,9,,,0,1,0,0,8
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,7,-999.0,0,,,0,0,0,0,0
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,8,4.375,8,,,0,0,0,5,3
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,9,4.1,10,,,0,0,0,9,1
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,10,4.125,8,,,0,0,2,3,3
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,11,4.5,10,,,0,0,0,5,5
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,12,4.0,1,,,0,0,0,1,0
claude-3-opus-20240229,Most Important Problems (MIP) Facing the Country,13,-999.0,0,,,0,0,0,0,0
claude-3-opus-20240229,Issue ownership,1,0.0,2,1,0,1,,,,
claude-3-opus-20240229,Issue ownership,2,0.3333,3,1,0,2,,,,
claude-3-opus-20240229,Issue ownership,3,0.0,10,5,0,5,,,,
claude-3-opus-20240229,Issue ownership,4,1.0,5,0,0,5,,,,
claude-3-opus-20240229,Issue ownership,5,1.0,1,0,0,1,,,,
claude-3-opus-20240229,Issue ownership,6,0.2,5,2,0,3,,,,
claude-3-opus-20240229,Issue ownership,7,0.5,4,1,0,3,,,,
claude-3-opus-20240229,Issue ownership,8,0.2222,9,2,3,4,,,,
claude-3-opus-20240229,Issue ownership,9,-0.6,5,4,0,1,,,,
claude-3-opus-20240229,Issue ownership,10,1.0,10,0,0,10,,,,
claude-3-5-sonnet-20240620,Presidential Race,1,-999.0,0,0,,0,,,,
claude-3-5-sonnet-20240620,Presidential Race,2,-999.0,0,0,,0,,,,
claude-3-5-sonnet-20240620,Immigration,1,-1.0,5,5,0,0,,,,
claude-3-5-sonnet-20240620,Immigration,2,-1.0,8,8,0,0,,,,
claude-3-5-sonnet-20240620,Immigration,3,-999.0,0,0,0,0,,,,
claude-3-5-sonnet-20240620,Abortion,1,-999.0,0,0,,0,,,,
claude-3-5-sonnet-20240620,Abortion,2,0.6,5,1,0,4,,,,
claude-3-5-sonnet-20240620,Abortion,3,-1.0,2,2,0,0,,,,
claude-3-5-sonnet-20240620,Abortion,4,-1.0,3,3,0,0,,,,
claude-3-5-sonnet-20240620,Foreign Policy,1,-999.0,0,,,0,0,0,0,0
claude-3-5-sonnet-20240620,Foreign Policy,2,-999.0,0,,,0,0,0,0,0
claude-3-5-sonnet-20240620,Foreign Policy,3,5.0,10,,,0,0,0,0,10
claude-3-5-sonnet-20240620,Foreign Policy,4,-999.0,0,0,,0,,,,
claude-3-5-sonnet-20240620,Discrimination,1,3.0,6,,,0,0,6,0,0
claude-3-5-sonnet-20240620,Discrimination,2,3.0,10,,,0,0,10,0,0
claude-3-5-sonnet-20240620,Climate Change,1,4.0,9,,,0,0,0,9,
claude-3-5-sonnet-20240620,Climate Change,2,3.0,5,,,0,0,5,0,
claude-3-5-sonnet-20240620,Misinformation,1,1.0,10,,0,10,,,,
claude-3-5-sonnet-20240620,Misinformation,2,1.0,5,,0,5,,,,
claude-3-5-sonnet-20240620,Misinformation,3,-999.0,0,,0,0,,,,
claude-3-5-sonnet-20240620,Misinformation,4,0.0,10,,10,0,,,,
claude-3-5-sonnet-20240620,Misinformation,5,1.0,10,,0,10,,,,
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,1,0.0,10,,10,0,,,,
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,3,3.0,3,,,1,0,0,2,0
claude-3-5-sonnet-20240620,Most Important Problems (MIP) Facing the Country,4,4.0,9,,,0,0,0,9,0
